Date,Stage,Match_id,Round,Player,Team,Pick,Win,Enemy,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,MVP,Time,K,D,A,Gold,Level,Lord,Turtle,Tower,"Buff
 Biru","Buff 
Merah"
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Saykots,EVOS Icon,Terizla,Win,Dewa United Morpheus,Fighter,Arlott,Fighter/Assassin,Flicker,Fighter,Rupture,Festival of Blood,Impure Rage,1,13:49,4,3,8,7642,13,1,1,6,8,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Nazara,EVOS Icon,Lancelot,Win,Dewa United Morpheus,Assassin,Ruby,Fighter/Tank,Retribution,Assassin,Swift,Seasoned Hunter,Quantum Charge,0,13:49,3,1,6,10359,15,1,1,6,8,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Depezett,EVOS Icon,Zhask,Win,Dewa United Morpheus,Mage,Moskov,Marksman,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,0,13:49,4,1,9,7880,13,1,1,6,8,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Alevaa,EVOS Icon,Khufra,Win,Dewa United Morpheus,Tank,Grock,Tank/Fighter,Flicker,Tank,Agility,Tenacity,Concussive Blast,0,13:49,0,3,6,5634,12,1,1,6,8,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Inaya,EVOS Icon,Claude,Win,Dewa United Morpheus,Marksman,Tigreal,Tank,Purify,Common,Firmness,Tenacity,Quantum Charge,0,13:49,3,1,7,10780,15,1,1,6,8,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Markk,Dewa United Morpheus,Thamuz,Lose,EVOS Icon,Fighter,Harith,Mage,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,0,13:49,3,3,3,6740,12,0,2,2,6,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Manta,Dewa United Morpheus,Hayabusa,Lose,EVOS Icon,Assassin,Nolan,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,War Cry,0,13:49,2,3,4,8982,15,0,2,2,6,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Dahlan,Dewa United Morpheus,Zhuxin,Lose,EVOS Icon,Mage,Ling,Assassin,Flicker,Mage,Firmness,Wilderness Blessing.,Impure Rage,0,13:49,1,2,7,7132,13,0,2,2,6,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,panpan,Dewa United Morpheus,Minotaur,Lose,EVOS Icon,Tank/Support,Fanny,Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,0,13:49,2,4,6,5730,12,0,2,2,6,6
8/5/2024,GroupStage,mdl_gr1d1_m1,1,Maybe,Dewa United Morpheus,Roger,Lose,EVOS Icon,Fighter/Marksman,Chip,Support/Tank,Purify,Assassin,Thrill,Master Assassin,Quantum Charge,0,13:49,1,2,1,8884,14,0,2,2,6,6
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Markk,Dewa United Morpheus,Terizla,Lose,EVOS Icon,Fighter,Nolan,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,0,14:40,3,4,5,6547,12,2,2,3,6,7
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Manta,Dewa United Morpheus,Alpha,Lose,EVOS Icon,Fighter,Hayabusa,Assassin,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,14:40,4,5,3,9244,15,2,2,3,6,7
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Dahlan,Dewa United Morpheus,Aurora,Lose,EVOS Icon,Mage,Angela,Support,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,14:40,2,5,8,8338,13,2,2,3,6,7
8/5/2024,GroupStage,mdl_gr1d1_m1,2,panpan,Dewa United Morpheus,Hylos,Lose,EVOS Icon,Tank,Luo Yi,Mage,Revitalize,Tank,Vitality,Tenacity,Concussive Blast,0,14:40,0,3,9,6418,12,2,2,3,6,7
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Maybe,Dewa United Morpheus,Moskov,Lose,EVOS Icon,Marksman,Fanny,Assassin,Purify,Common,Swift,Tenacity,Quantum Charge,0,14:40,1,3,5,10586,15,2,2,3,6,7
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Saykots,EVOS Icon,Arlott,Win,Dewa United Morpheus,Fighter/Assassin,Chip,Support/Tank,Flicker,Common,Thrill,Tenacity,Brave Smite,0,14:40,6,2,9,7243,12,0,1,5,8,5
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Nazara,EVOS Icon,Julian,Win,Dewa United Morpheus,Fighter/Mage,Ling,Assassin,Retribution,Mage,Swift,Seasoned Hunter,Quantum Charge,0,14:40,1,4,17,9610,15,0,1,5,8,5
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Depezett,EVOS Icon,Valentina,Win,Dewa United Morpheus,Mage,Zhask,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,0,14:40,7,1,13,9390,15,0,1,5,8,5
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Alevaa,EVOS Icon,Chou,Win,Dewa United Morpheus,Fighter,Faramis,Support/Mage,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,0,14:40,0,3,11,6225,12,0,1,5,8,5
8/5/2024,GroupStage,mdl_gr1d1_m1,2,Inaya,EVOS Icon,Karrie,Win,Dewa United Morpheus,Marksman,Xavier,Mage,Purify,Common,Swift,Tenacity,Quantum Charge,1,14:40,6,0,5,11695,15,0,1,5,8,5
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Guinskie,Geek Fam ID Jr,Hylos,Win,Raja Phoenix,Tank,Terizla,Fighter,Revitalize,Tank,Vitality,Tenacity,Concussive Blast,0,10:24,0,2,6,5813,11,1,3,7,7,6
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Ozi N1,Geek Fam ID Jr,Julian,Win,Raja Phoenix,Fighter/Mage,Zhask,Mage,Retribution,Mage,Swift,Seasoned Hunter,Quantum Charge,0,10:24,1,0,4,8807,15,1,3,7,7,6
8/5/2024,GroupStage,mdl_gr1d1_m2,1,ALAM,Geek Fam ID Jr,Aurora,Win,Raja Phoenix,Mage,Zhask,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,10:24,1,0,10,6533,11,1,3,7,7,6
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Mupinqt,Geek Fam ID Jr,Edith,Win,Raja Phoenix,Tank/Marksman,X.Borg,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,0,10:24,2,0,9,5699,11,1,3,7,7,6
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Zeltron,Geek Fam ID Jr,Roger,Win,Raja Phoenix,Fighter/Marksman,Yu Zhong,Fighter,Flicker,Common,Vitality,Tenacity,Quantum Charge,1,10:24,7,0,4,9583,13,1,3,7,7,6
8/5/2024,GroupStage,mdl_gr1d1_m2,1,JuparrTzy,Raja Phoenix,Thamuz,Lose,Geek Fam ID Jr,Fighter,Vexana,Mage,Vengeance,Fighter,Swift,Festival of Blood,War Cry,0,10:24,0,2,2,4442,9,0,0,0,4,5
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Exortt,Raja Phoenix,Alpha,Lose,Geek Fam ID Jr,Fighter,Faramis,Support/Mage,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,10:24,0,3,1,5394,11,0,0,0,4,5
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Dhit,Raja Phoenix,Yve,Lose,Geek Fam ID Jr,Mage,Hayabusa,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,0,10:24,2,0,0,5558,10,0,0,0,4,5
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Vittong,Raja Phoenix,Angela,Lose,Geek Fam ID Jr,Support,Ling,Assassin,Flicker,Support,Inspire,Tenacity,Focusing Mark,0,10:24,0,2,2,3887,9,0,0,0,4,5
8/5/2024,GroupStage,mdl_gr1d1_m2,1,Restless,Raja Phoenix,Ruby,Lose,Geek Fam ID Jr,Fighter/Tank,Chip,Support/Tank,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,0,10:24,0,4,2,4758,9,0,0,0,4,5
8/5/2024,GroupStage,mdl_gr1d1_m2,2,JuparrTzy,Raja Phoenix,Yu Zhong,Win,Geek Fam ID Jr,Fighter,Joy,Assassin,Petrify,Fighter,Thrill,Festival of Blood,Quantum Charge,0,18:04,2,2,14,8866,15,3,3,8,12,9
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Exortt,Raja Phoenix,Ling,Win,Geek Fam ID Jr,Assassin,Hayabusa,Assassin,Retribution,Assassin,Fatal,Seasoned Hunter,War Cry,0,18:04,5,2,10,15799,15,3,3,8,12,9
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Dhit,Raja Phoenix,Vexana,Win,Geek Fam ID Jr,Mage,Ruby,Fighter/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,18:04,5,0,9,10755,15,3,3,8,12,9
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Vittong,Raja Phoenix,Hylos,Win,Geek Fam ID Jr,Tank,Terizla,Fighter,Revitalize,Tank,Vitality,Tenacity,Concussive Blast,0,18:04,0,0,15,8960,15,3,3,8,12,9
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Restless,Raja Phoenix,Harith,Win,Geek Fam ID Jr,Mage,Angela,Support,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,1,18:04,8,0,4,14269,15,3,3,8,12,9
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Guinskie,Geek Fam ID Jr,Thamuz,Lose,Raja Phoenix,Fighter,Chip,Support/Tank,Vengeance,Fighter,Swift,Festival of Blood,Impure Rage,0,18:04,0,7,4,8088,14,0,0,4,7,8
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Ozi N1,Geek Fam ID Jr,Alpha,Lose,Raja Phoenix,Fighter,Roger,Fighter/Marksman,Retribution,Fighter,Thrill,Seasoned Hunter,Quantum Charge,0,18:04,1,3,2,10498,15,0,0,4,7,8
8/5/2024,GroupStage,mdl_gr1d1_m2,2,ALAM,Geek Fam ID Jr,Zhask,Lose,Raja Phoenix,Mage,Zhuxin,Mage,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,0,18:04,2,1,1,9295,15,0,0,4,7,8
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Mupinqt,Geek Fam ID Jr,Khufra,Lose,Raja Phoenix,Tank,Minotaur,Tank/Support,Flicker,Tank,Firmness,Tenacity,Quantum Charge,0,18:04,1,6,3,6965,14,0,0,4,7,8
8/5/2024,GroupStage,mdl_gr1d1_m2,2,Zeltron,Geek Fam ID Jr,Moskov,Lose,Raja Phoenix,Marksman,Edith,Tank/Marksman,Purify,Common,Firmness,Tenacity,Quantum Charge,0,18:04,0,3,1,12205,15,0,0,4,7,8
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Guinskie,Geek Fam ID Jr,Terizla,Lose,Raja Phoenix,Fighter,Roger,Fighter/Marksman,Flicker,Tank,Rupture,Festival of Blood,Brave Smite,0,10:51,1,4,0,4896,10,0,1,2,3,5
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Ozi N1,Geek Fam ID Jr,Nolan,Lose,Raja Phoenix,Assassin,Zhask,Mage,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,0,10:51,0,4,1,6326,12,0,1,2,3,5
8/5/2024,GroupStage,mdl_gr1d1_m2,3,ALAM,Geek Fam ID Jr,Valentina,Lose,Raja Phoenix,Mage,Chip,Support/Tank,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,0,10:51,0,3,1,4903,10,0,1,2,3,5
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Mupinqt,Geek Fam ID Jr,Grock,Lose,Raja Phoenix,Tank/Fighter,Arlott,Fighter/Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Quantum Charge,0,10:51,0,3,2,3985,9,0,1,2,3,5
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Zeltron,Geek Fam ID Jr,Claude,Lose,Raja Phoenix,Marksman,Luo Yi,Mage,Purify,Common,Agility,Tenacity,Quantum Charge,0,10:51,1,1,1,7221,11,0,1,2,3,5
8/5/2024,GroupStage,mdl_gr1d1_m2,3,JuparrTzy,Raja Phoenix,Edith,Win,Geek Fam ID Jr,Tank/Marksman,Baxia,Tank,Flicker,Tank,Swift,Tenacity,Brave Smite,0,10:51,1,1,4,6263,11,1,2,9,9,6
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Exortt,Raja Phoenix,Hayabusa,Win,Geek Fam ID Jr,Assassin,Joy,Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,War Cry,1,10:51,6,0,6,8365,15,1,2,9,9,6
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Dhit,Raja Phoenix,Pharsa,Win,Geek Fam ID Jr,Mage,Ruby,Fighter/Tank,Flicker,Assassin,Agility,Weapons Master,Lethal Ignition,0,10:51,4,0,4,7628,12,1,2,9,9,6
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Vittong,Raja Phoenix,Minotaur,Win,Geek Fam ID Jr,Tank/Support,Zhuxin,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,0,10:51,0,1,11,5933,12,1,2,9,9,6
8/5/2024,GroupStage,mdl_gr1d1_m2,3,Restless,Raja Phoenix,Moskov,Win,Geek Fam ID Jr,Marksman,Ling,Assassin,Flicker,Common,Thrill,Master Assassin,Quantum Charge,0,10:51,4,0,8,10192,14,1,2,9,9,6
8/5/2024,GroupStage,mdl_gr1d1_m3,1,Fawndeer,Alter Ego X,Terizla,Lose,ONIC Prodigy,Fighter,Valentina,Mage,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,0,14:44,3,4,1,7219,13,0,2,4,8,8
8/5/2024,GroupStage,mdl_gr1d1_m3,1,Tazz,Alter Ego X,Roger,Lose,ONIC Prodigy,Fighter/Marksman,Edith,Tank/Marksman,Retribution,Assassin,Swift,Seasoned Hunter,War Cry,0,14:44,2,3,3,10005,15,0,2,4,8,8
8/5/2024,GroupStage,mdl_gr1d1_m3,1,Celiboy,Alter Ego X,Angela,Lose,ONIC Prodigy,Support,Zhask,Mage,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,0,14:44,0,0,7,6906,13,0,2,4,8,8
8/5/2024,GroupStage,mdl_gr1d1_m3,1,Magma,Alter Ego X,Chou,Lose,ONIC Prodigy,Fighter,Tigreal,Tank,Flicker,Tank,Thrill,Wilderness Blessing.,Concussive Blast,0,14:44,1,6,4,6029,12,0,2,4,8,8
8/5/2024,GroupStage,mdl_gr1d1_m3,1,Arfy,Alter Ego X,Chang'e,Lose,ONIC Prodigy,Mage,Lolita,Support/Tank,Flicker,Mage,Swift,Tenacity,Weakness Finder,0,14:44,3,2,3,11681,15,0,2,4,8,8
